candidate_id,rank,score,reasoning
CAND_0037944,21,5.800402983,"Senior Data Scientist at Vedantu with 4.9 years; evidence=0.94, semantic=0.61, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0037980,22,5.790204240,"Senior Applied Scientist at Niramai with 9.0 years; evidence=0.90, semantic=0.76, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0010685,23,5.776379218,"NLP Engineer at Rephrase.ai with 6.7 years; evidence=0.95, semantic=0.59, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0080766,24,5.760443607,"Staff Machine Learning Engineer at Salesforce with 8.8 years; evidence=0.95, semantic=0.66, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0061257,25,5.751701935,"Staff Machine Learning Engineer at LinkedIn with 8.0 years; evidence=0.93, semantic=0.53, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0074225,26,5.741041626,"Machine Learning Engineer at Unacademy with 4.3 years; evidence=0.94, semantic=0.61, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0079387,27,5.739463339,"AI Engineer at Microsoft with 6.9 years; evidence=0.92, semantic=0.67, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0052328,28,5.725016718,"Recommendation Systems Engineer at Amazon with 6.5 years; evidence=0.92, semantic=0.61, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0083879,29,5.716297278,"Machine Learning Engineer at Ola with 7.1 years; evidence=0.94, semantic=0.61, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0076831,30,5.713245730,"Search Engineer at Krutrim with 4.0 years; evidence=0.94, semantic=0.61, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0065195,31,5.706763942,"Search Engineer at CRED with 5.1 years; evidence=0.92, semantic=0.61, matched production_embeddings_retrieval, production_vector_or_hybrid_search."
CAND_0028793,32,5.695847969,"Search Engineer at Google with 7.2 years; evidence=0.94, semantic=0.60, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0053591,33,5.668477971,"AI Engineer at Ola with 5.3 years; evidence=0.94, semantic=0.61, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0087364,34,5.646484469,"Recommendation Systems Engineer at Glance with 4.9 years; evidence=0.94, semantic=0.69, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0056881,35,5.643813596,"Machine Learning Engineer at Zomato with 4.5 years; evidence=0.94, semantic=0.69, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0039838,36,5.640973080,"Recommendation Systems Engineer at Amazon with 4.9 years; evidence=0.94, semantic=0.61, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0083307,37,5.639122481,"Search Engineer at CRED with 7.8 years; evidence=0.94, semantic=0.60, matched production_embeddings_retrieval, production_vector_or_hybrid_search."
CAND_0060054,38,5.627607126,"AI Engineer at Mad Street Den with 6.4 years; evidence=0.92, semantic=0.68, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0096142,39,5.619549320,"Applied ML Engineer at upGrad with 5.0 years; evidence=0.91, semantic=0.69, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0084819,40,5.618486487,"Search Engineer at Dream11 with 4.5 years; evidence=0.94, semantic=0.53, matched production_embeddings_retrieval, production_vector_or_hybrid_search."
CAND_0000031,41,5.602058720,"Recommendation Systems Engineer at Swiggy with 6.0 years; evidence=0.90, semantic=0.53, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0031593,42,5.601183528,"Search Engineer at Genpact AI with 7.8 years; evidence=0.94, semantic=0.60, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0009837,43,5.597113635,"Senior Data Scientist at Rephrase.ai with 4.3 years; evidence=0.90, semantic=0.62, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0053695,44,5.588953690,"Recommendation Systems Engineer at Meesho with 5.8 years; evidence=0.91, semantic=0.53, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0039521,45,5.583219530,"Search Engineer at Salesforce with 3.0 years; evidence=0.94, semantic=0.61, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0032515,46,5.573083675,"Machine Learning Engineer at PharmEasy with 5.1 years; evidence=0.94, semantic=0.60, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0051004,47,5.564541384,"Senior Data Scientist at CRED with 4.7 years; evidence=0.88, semantic=0.52, matched production_embeddings_retrieval, production_vector_or_hybrid_search."
CAND_0074735,48,5.562112378,"Applied ML Engineer at Rephrase.ai with 5.5 years; evidence=0.92, semantic=0.61, matched production_embeddings_retrieval, production_vector_or_hybrid_search."
CAND_0044222,49,5.552846693,"AI Engineer at PolicyBazaar with 7.7 years; evidence=0.91, semantic=0.58, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0058575,50,5.541213589,"AI Engineer at Krutrim with 5.8 years; evidence=0.92, semantic=0.60, matched production_embeddings_retrieval, production_vector_or_hybrid_search."
CAND_0078002,51,5.531635961,"Machine Learning Engineer at Meta with 6.3 years; evidence=0.91, semantic=0.68, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0070398,52,5.531354102,"Machine Learning Engineer at Genpact AI with 7.2 years; evidence=0.91, semantic=0.53, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0099806,53,5.521299379,"AI Engineer at Mad Street Den with 4.6 years; evidence=0.90, semantic=0.55, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0092245,54,5.520489772,"Senior Data Scientist at Ola with 4.1 years; evidence=0.90, semantic=0.62, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0092278,55,5.512783428,"Senior NLP Engineer at Microsoft with 6.8 years; evidence=0.92, semantic=0.61, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0041568,56,5.510998259,"Search Engineer at Haptik with 5.2 years; evidence=0.94, semantic=0.60, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0039383,57,5.504058704,"Applied ML Engineer at Meesho with 7.1 years; evidence=0.91, semantic=0.53, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0044855,58,5.494400385,"Senior Data Scientist at Flipkart with 6.6 years; evidence=0.88, semantic=0.63, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0022812,59,5.491813656,"Applied ML Engineer at Dream11 with 4.5 years; evidence=0.94, semantic=0.60, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0091909,60,5.475698582,"Machine Learning Engineer at Rephrase.ai with 6.9 years; evidence=0.91, semantic=0.61, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0010770,61,5.462884573,"Recommendation Systems Engineer at Aganitha with 15.2 years; evidence=0.91, semantic=0.53, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0057701,62,5.454573440,"Recommendation Systems Engineer at Verloop.io with 4.1 years; evidence=0.90, semantic=0.55, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0064270,63,5.451757920,"Applied ML Engineer at Verloop.io with 4.2 years; evidence=0.90, semantic=0.53, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0042100,64,5.440270639,"Machine Learning Engineer at Freshworks with 7.3 years; evidence=0.90, semantic=0.54, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0007009,65,5.425985786,"Recommendation Systems Engineer at Wysa with 7.9 years; evidence=0.88, semantic=0.53, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0079284,66,5.401798576,"Machine Learning Engineer at Google with 4.9 years; evidence=0.91, semantic=0.61, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0060072,67,5.396189409,"Staff Machine Learning Engineer at Amazon with 5.7 years; evidence=0.92, semantic=0.69, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0075439,68,5.394381283,"Machine Learning Engineer at Flipkart with 4.3 years; evidence=0.88, semantic=0.69, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0020877,69,5.352924499,"Applied ML Engineer at CRED with 5.1 years; evidence=0.88, semantic=0.64, matched production_embeddings_retrieval, production_vector_or_hybrid_search."
CAND_0013613,70,5.336351471,"Machine Learning Engineer at Adobe with 4.7 years; evidence=0.92, semantic=0.67, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0042506,71,5.334462051,"Search Engineer at Verloop.io with 4.2 years; evidence=0.88, semantic=0.61, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0049896,72,5.321712354,"Search Engineer at Unacademy with 7.3 years; evidence=0.88, semantic=0.61, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0055992,73,5.315816854,"AI Engineer at CRED with 16.9 years; evidence=0.94, semantic=0.59, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0069905,74,5.312059417,"Applied ML Engineer at Sarvam AI with 6.6 years; evidence=0.88, semantic=0.53, matched production_embeddings_retrieval, production_vector_or_hybrid_search."
CAND_0078042,75,5.283286452,"Applied ML Engineer at PolicyBazaar with 4.7 years; evidence=0.90, semantic=0.53, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0013536,76,5.263073063,"Applied ML Engineer at Haptik with 14.1 years; evidence=0.90, semantic=0.55, matched end_to_end_intelligence_ownership, evaluated_ranking_system."
CAND_0089552,77,5.206747503,"Machine Learning Engineer at Netflix with 6.0 years; evidence=0.88, semantic=0.65, matched evaluated_ranking_system, production_embeddings_retrieval."
CAND_0081846,78,5.120742606,"Lead AI Engineer at Razorpay with 6.7 years; evidence=0.78, semantic=0.53, matched evaluated_ranking_system."
CAND_0099401,79,5.027955237,"NLP Engineer at Dream11 with 7.7 years; evidence=0.81, semantic=0.68, matched evaluated_ranking_system."
CAND_0032807,80,5.023016416,"Machine Learning Engineer at CRED with 4.2 years; evidence=0.88, semantic=0.52, matched production_embeddings_retrieval, production_vector_or_hybrid_search."
CAND_0095528,81,4.834291449,"Senior Data Scientist at Netflix with 5.3 years; evidence=0.73, semantic=0.69, matched evaluated_ranking_system."
CAND_0005260,82,4.772252680,"Senior NLP Engineer at Netflix with 5.2 years; evidence=0.74, semantic=0.44, matched evaluated_ranking_system."
CAND_0046525,83,4.694931955,"Senior Machine Learning Engineer at Genpact AI with 6.1 years; evidence=0.69, semantic=0.57, matched evaluated_ranking_system."
CAND_0058688,84,4.624407532,"AI Engineer at Vedantu with 6.7 years; evidence=0.73, semantic=0.69, matched evaluated_ranking_system."
CAND_0081053,85,4.599507362,"NLP Engineer at Glance with 5.4 years; evidence=0.73, semantic=0.69, matched evaluated_ranking_system."
CAND_0086022,86,4.591628621,"Senior Applied Scientist at Sarvam AI with 5.3 years; evidence=0.69, semantic=0.57, matched evaluated_ranking_system."
CAND_0064904,87,4.545386122,"AI Engineer at LinkedIn with 4.9 years; evidence=0.73, semantic=0.69, matched evaluated_ranking_system."
CAND_0041611,88,4.519622329,"Staff Machine Learning Engineer at Locobuzz with 6.4 years; evidence=0.78, semantic=0.56, matched evaluated_ranking_system."
CAND_0047721,89,4.519174840,"Senior Data Scientist at Microsoft with 7.0 years; evidence=0.70, semantic=0.62, matched evaluated_ranking_system."
CAND_0070202,90,4.445986703,"Machine Learning Engineer at BYJU'S with 5.1 years; evidence=0.70, semantic=0.62, matched evaluated_ranking_system."
CAND_0024466,91,4.423044327,"Search Engineer at PharmEasy with 5.2 years; evidence=0.70, semantic=0.61, matched evaluated_ranking_system."
CAND_0086151,92,4.408008681,"Recommendation Systems Engineer at Wysa with 7.7 years; evidence=0.71, semantic=0.60, matched evaluated_ranking_system."
CAND_0050876,93,4.395335171,"Applied ML Engineer at Freshworks with 6.0 years; evidence=0.70, semantic=0.61, matched evaluated_ranking_system."
CAND_0093193,94,4.390167146,"Senior Machine Learning Engineer at Niramai with 7.9 years; evidence=0.65, semantic=0.70, matched evaluated_ranking_system."
CAND_0057563,95,4.378224242,"NLP Engineer at Locobuzz with 6.8 years; evidence=0.71, semantic=0.60, matched evaluated_ranking_system."
CAND_0012957,96,4.371548055,"Search Engineer at Razorpay with 4.9 years; evidence=0.70, semantic=0.62, matched evaluated_ranking_system."
CAND_0081686,97,4.369815019,"Search Engineer at Netflix with 6.0 years; evidence=0.71, semantic=0.60, matched evaluated_ranking_system."
CAND_0094759,98,4.363382061,"Lead AI Engineer at Meta with 8.6 years; evidence=0.69, semantic=0.57, matched evaluated_ranking_system."
CAND_0006557,99,4.354709659,"NLP Engineer at Paytm with 7.9 years; evidence=0.70, semantic=0.71, matched evaluated_ranking_system."
CAND_0018549,100,4.317280486,"Recommendation Systems Engineer at Uber with 6.8 years; evidence=0.70, semantic=0.62, matched evaluated_ranking_system."
